Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center.Name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Experiment,Instrument,Library.Name,LibraryLayout,LibrarySource,Organism,Platform,ReleaseDate,create_date,DPI,Influenza,SRA.Study,HostSpecies,Host.1,SampleID,HostGroup,HostType,SampleContext,Infection,Tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,lat_lon,DOI,Collection_Date,HOST,Sample.Name,sample_type,genotype,isolate,strain,.tar_Folder,Body_System,broad.scale_environmental_context,Cultivar,dna_extracted_by,dna_extraction_date,dna_extraction_kit,environmental_medium,experimental_group,True_or_Neg,Expt_.,geographical_location,isolation_and_growth_condition,latitude_and_longitude,local_scale_environmental_context,organism..run.,Sampling.time.point.Days.Post.Infection.,Age_at_infection,Bird_ID,Bird_weight.g.,Bursa.BodyWeight.Ratio1000,Bursa_Weight_g,Date_of_Hatch,Date_of_Infection,Infecting_Agent,Isolator_.,sex,Log10_Virus_titer_.EID50_.mL_or_.g_tissue.,Log2_Fold_Change_in_Expression_of_IFN.a,Log2_Fold_Change_in_Expression_of_IFN.b,Log2_Fold_Change_in_Expression_of_IFN.L,Log2_Fold_Change_in_Expression_of_IFN.y,Log2_Fold_Change_in_Expression_of_IL.6,Log2_Fold_Change_in_Expression_of_LITAF,Log2_Fold_Change_in_Expression_of_Mx,Log2_Fold_Change_in_Expression_of_OAS,Infection_Status,samp_size,source_material_id,Path,collection_date,host,misc_param,Nickname,HASubType,Season,Age,NASubType,HASubType_NASubType,Genus,Species,Location,Season_SeasonYear,Feeding,Sex,Description,CoreGroup
AMPLICON,250,35958500,PRJNA464410,SAMN09104015,Metagenome or environmental,22360860,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066356,Illumina MiSeq,UCD.08.6634,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:48,NA,Pos,SRP145364,Duck,Mallard,SRR7146595,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,YoloCounty\,ConawayRanch",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/9/2008,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD08.6634.V",Apla_H11N9_CR_Nov2008_2,11,FW,U,9,11_9,Anas,Anasplatyrhynchos,"ConawayRanch,YoloCounty",FW_0809,dabbling,F,Pos_FW_0809_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,22602500,PRJNA464410,SAMN09104020,Metagenome or environmental,14306463,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066355,Illumina MiSeq,UCD.08.6990,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:48,NA,Pos,SRP145364,Duck,GreenWingedTeal,SRR7146596,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,YoloCounty\,ConawayRanch",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/23/2008,Anas,"CommonName:GreenWingedTeal,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD08.6990.V",Acar_H6N1_CR_Nov2008_1,6,FW,U,1,6_1,Anas,Anascarolinensis,"ConawayRanch,YoloCounty",FW_0809,dabbling,M,Pos_FW_0809_Anascarolinensis,Duck_Pos
AMPLICON,250,24747000,PRJNA464410,SAMN09104018,Metagenome or environmental,15853931,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066353,Illumina MiSeq,UCD.08.6791,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Pos,SRP145364,Duck,NorthernPintail,SRR7146598,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,YoloCounty\,ConawayRanch",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/16/2008,Anas,"CommonName:NorthernPintailTestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD08.6791.V",Aacu_H11N2_CR_Nov2008_1,11,FW,H,2,11_2,Anas,Anasacuta,"ConawayRanch,YoloCounty",FW_0809,dabbling,M,Pos_FW_0809_Anasacuta,Duck_Pos
AMPLICON,250,24600000,PRJNA464410,SAMN09104019,Metagenome or environmental,15328856,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066352,Illumina MiSeq,UCD.08.6957,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Pos,SRP145364,Duck,Mallard,SRR7146599,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,YoloCounty\,ConawayRanch",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/22/2008,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD08.6957.V",Apla_H10N7_CR_Nov2008_1,10,FW,U,7,10_7,Anas,Anasplatyrhynchos,"ConawayRanch,YoloCounty",FW_0809,dabbling,M,Pos_FW_0809_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,25480000,PRJNA464410,SAMN09104023,Metagenome or environmental,15600832,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066350,Illumina MiSeq,UCD.08.7972,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Pos,SRP145364,Duck,GreenWingedTeal,SRR7146601,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,YoloCounty\,ConawayRanch",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/25/2008,Anas,"CommonName:GreenWingedTeal,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD08.7972.V",Acar_H6N2_CR_Oct2008_1,6,FW,H,2,6_2,Anas,Anascarolinensis,"ConawayRanch,YoloCounty",FW_0809,dabbling,F,Pos_FW_0809_Anascarolinensis,Duck_Pos
AMPLICON,250,26214000,PRJNA464410,SAMN09104042,Metagenome or environmental,16975668,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066349,Illumina MiSeq,UCD.08.8658,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Pos,SRP145364,Duck,AmericanWigeon,SRR7146602,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2008,Anas,"CommonName:AmericanWigeon,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD08.8658.V",Aame_H6N1_SNWR_Oct2008_4,6,FW,H,1,6_1,Anas,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_0809,dabbling,M,Pos_FW_0809_Anasamericana,Duck_Pos
AMPLICON,250,25273000,PRJNA464410,SAMN09104176,Metagenome or environmental,16268215,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066348,Illumina MiSeq,UCD.11.00046,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146603,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00046.P",Acly_neg_SNWR_Jan2011_7,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,31286000,PRJNA464410,SAMN09104177,Metagenome or environmental,20356541,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066347,Illumina MiSeq,UCD.11.00047,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146604,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00047.P",Acly_neg_SNWR_Jan2011_8,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,14873000,PRJNA464410,SAMN09104174,Metagenome or environmental,9431326,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066346,Illumina MiSeq,UCD.11.00023,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernPintail,SRR7146605,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernPintailTestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00023.P",Aacu_neg_SNWR_Jan2011_6,neg,FW,U,neg,neg_neg,Anas,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,dabbling,M,Neg_FW_1011_Anasacuta,Duck_Neg
AMPLICON,250,11670000,PRJNA464410,SAMN09104175,Metagenome or environmental,7687345,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066345,Illumina MiSeq,UCD.11.00027,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernPintail,SRR7146606,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernPintailTestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00027.P",Aacu_neg_SNWR_Jan2011_7,neg,FW,U,neg,neg_neg,Anas,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,dabbling,M,Neg_FW_1011_Anasacuta,Duck_Neg
AMPLICON,250,14451500,PRJNA464410,SAMN09104180,Metagenome or environmental,9579992,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066344,Illumina MiSeq,UCD.11.00050,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146607,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00050.P",Acly_neg_SNWR_Jan2011_9,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,37234000,PRJNA464410,SAMN09104181,Metagenome or environmental,22370887,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066343,Illumina MiSeq,UCD.11.00057,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146608,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00057.P",Acly_neg_SNWR_Jan2011_0,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,19363000,PRJNA464410,SAMN09104179,Metagenome or environmental,12688817,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066341,Illumina MiSeq,UCD.11.00049,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernPintail,SRR7146610,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernPintailTestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00049.P",Aacu_neg_SNWR_Jan2011_9,neg,FW,U,neg,neg_neg,Anas,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,dabbling,M,Neg_FW_1011_Anasacuta,Duck_Neg
AMPLICON,250,35363000,PRJNA464410,SAMN09104182,Metagenome or environmental,22581070,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066340,Illumina MiSeq,UCD.11.00093,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,NorthernPintail,SRR7146611,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/19/2011,Anas,"CommonName:NorthernPintailTestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00093.P",Aacu_neg_SNWR_Jan2011_0,neg,FW,U,neg,neg_neg,Anas,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,dabbling,M,Neg_FW_1011_Anasacuta,Duck_Neg
AMPLICON,250,23205000,PRJNA464410,SAMN09104183,Metagenome or environmental,14446282,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066339,Illumina MiSeq,UCD.11.02521,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Pos,SRP145364,Duck,Mallard,SRR7146612,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02521.P",Apla_H3N8_GIWA_Aug2011_1,3,S,H,8,3_8,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,F,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,23693000,PRJNA464410,SAMN09104038,Metagenome or environmental,13821528,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066338,Illumina MiSeq,UCD.08.8536,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Pos,SRP145364,Duck,NorthernShoveler,SRR7146613,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/25/2008,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD08.8536.V",Acly_H6N1_SNWR_Oct2008_3,6,FW,H,1,6_1,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_0809,filter,M,Pos_FW_0809_Anasclypeata,Duck_Pos
AMPLICON,250,22415000,PRJNA464410,SAMN09104223,Metagenome or environmental,13340515,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066337,Illumina MiSeq,UCD.12.02723.P,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,Mallard,SRR7146614,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/9/2012,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD12.02723.P",Apla_neg_GIWA_Jul2012_3,neg,S,H,neg,neg_neg,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_12,dabbling,U,Neg_S_12_Anasplatyrhynchos,Duck_Neg
AMPLICON,250,11325000,PRJNA464410,SAMN09104222,Metagenome or environmental,7618428,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066336,Illumina MiSeq,UCD.12.02722.P,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Neg,SRP145364,Duck,Mallard,SRR7146615,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/9/2012,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD12.02722.P",Apla_neg_GIWA_Jul2012_2,neg,S,H,neg,neg_neg,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_12,dabbling,M,Neg_S_12_Anasplatyrhynchos,Duck_Neg
AMPLICON,250,19845500,PRJNA464410,SAMN09104283,Metagenome or environmental,12813609,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066335,Illumina MiSeq,UCD.13.01395.VB.H5,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:49,NA,Pos,SRP145364,Duck,Mallard,SRR7146616,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/23/2013,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD13.01395.V",Apla_H5N5_GIWA_Jul2013_7,5,S,H,5,5_5,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_13,dabbling,M,Pos_S_13_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,16092500,PRJNA464410,SAMN09104282,Metagenome or environmental,10705429,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066334,Illumina MiSeq,UCD.13.01392.VB.H5,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:50,NA,Pos,SRP145364,Duck,Mallard,SRR7146617,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/23/2013,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD13.01392.V",Apla_H5N5_GIWA_Jul2013_6,5,S,H,5,5_5,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_13,dabbling,M,Pos_S_13_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,11800500,PRJNA464410,SAMN09104242,Metagenome or environmental,7890162,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066333,Illumina MiSeq,UCD.12.02841.VA.H2,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:50,NA,Pos,SRP145364,Duck,Mallard,SRR7146618,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/16/2012,Anas,"CommonName:Mallard,TestforInfluenzaVirus:VI,IDforMatching:UCD12.02841.V",Apla_H2N3_GIWA_Jul2012_7,2,S,H,3,2_3,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_12,dabbling,M,Pos_S_12_Anasplatyrhynchos,Duck_Pos
