SampleID	HostGroup	HostSpecies	SampleContext	Infection	Observed_Genera	Chao1_Genus	Shannon_Genus	Simpson_Genus	InvSimpson_Genus	Pielou_Genus	SequencingDepth
SRR7146745	Duck	Duck	Wild	Pos	13	13	1.225699948561	0.56638176	2.30617605015878	0.477865165249907	5000
SRR7146746	Duck	Duck	Wild	Pos	25	25	1.65408432044596	0.68919856	3.21748831022147	0.513870186500186	5000
SRR7146747	Duck	Duck	Wild	Pos	9	9	0.257066322256481	0.0889769599999999	1.09766707985783	0.116995925181272	5000
SRR7146748	Duck	Duck	Wild	Neg	27	28	1.26184704697336	0.56256176	2.28603699575968	0.382860893386129	5000
SRR7146749	Duck	Duck	Wild	Pos	30	30	2.2335333264397	0.8024612	5.0622966222332	0.656690299269893	5000
SRR7146750	Duck	Duck	Wild	Pos	20	20	1.01175307651566	0.53363024	2.14422135774841	0.337731474019662	5000
SRR7146751	Duck	Duck	Wild	Neg	22	22	2.22709111723643	0.8127948	5.341731960437	0.720498391996128	5000
SRR7146753	Duck	Duck	Wild	Pos	28	28	0.974164811834103	0.34698264	1.53135285714303	0.292348446459213	5000
SRR7146754	Duck	Duck	Wild	Neg	34	34.25	1.37119956543244	0.54118928	2.17954802799725	0.388842705066774	5000
SRR7146755	Duck	Duck	Wild	Neg	22	22	1.06238028404913	0.45610664	1.83859571295373	0.343696439010368	5000
SRR7146756	Duck	Duck	Wild	Neg	31	31.1666666666667	1.82101419958949	0.76635104	4.27992489245405	0.530291492411811	5000
SRR7146757	Duck	Duck	Wild	Neg	20	20.25	1.00391490668826	0.43540296	1.77117471249938	0.335115028652833	5000
SRR7146758	Duck	Duck	Wild	Pos	25	25	2.00827768266016	0.78568728	4.66607861633225	0.62390654126659	5000
SRR7146759	Duck	Duck	Wild	Pos	26	26.3333333333333	1.08768688268962	0.51065968	2.0435675523325	0.333841207587461	5000
SRR7146761	Duck	Duck	Wild	Neg	19	19	1.40808681568359	0.55880408	2.26656674431622	0.478219051454826	5000
SRR7146762	Duck	Duck	Wild	Pos	35	35	2.7604910133758	0.910026908382996	11.1144341272253	0.776433408384599	4991
SRR7146763	Duck	Duck	Wild	Pos	25	25	1.85813099910465	0.767262382209875	4.29668400620035	0.577260851365937	4933
SRR7146764	Duck	Duck	Wild	Pos	33	33.5	1.9031752580467	0.74674872	3.9486473671525	0.544307491000674	5000
SRR7146765	Duck	Duck	Wild	Pos	34	34	2.26709383907156	0.84221632	6.33779108206882	0.642899052222781	5000
SRR7146766	Duck	Duck	Wild	Pos	20	20	1.77716699049563	0.79077248	4.7794859873118	0.593232915432487	5000
SRR7146767	Duck	Duck	Wild	Pos	33	34.2	1.14339000140952	0.44548088	1.80336432763581	0.327009160229006	5000
SRR7146769	Duck	Duck	Wild	Pos	24	24	1.5421255584337	0.6553564	2.90154815003093	0.485242113808016	5000
SRR7146770	Duck	Duck	Wild	Pos	31	32	0.98469140581252	0.31707824	1.46429658355007	0.286748711389026	5000
SRR7146772	Duck	Duck	Wild	Pos	23	25	0.657602603151359	0.28217152	1.39309044968514	0.20972853332357	5000
SRR7146773	Duck	Duck	Wild	Neg	17	17	1.81085766299063	0.726118	3.65120745430514	0.639153301599972	5000
SRR7146774	Duck	Duck	Wild	Pos	20	20	1.4611000017853	0.70425768	3.38132195622189	0.4877271626319	5000
SRR7146775	Duck	Duck	Wild	Neg	33	33	2.15174552306133	0.76860824	4.32167506742677	0.615398504145907	5000
SRR7146776	Duck	Duck	Wild	Pos	28	28	1.8573839530178	0.785402621309924	4.65988916595394	0.557403949051177	4951
SRR7146777	Duck	Duck	Wild	Neg	34	34	1.27964221738443	0.453788697327383	1.83079331223464	0.362879010371102	4999
SRR7146778	Duck	Duck	Wild	Neg	15	15	1.187701362554	0.5184536	2.07664308153898	0.438581737543341	5000
SRR7146780	Duck	Duck	Wild	Pos	27	27	2.08562137026156	0.819006437214007	5.5250583755976	0.632804794367763	4969
SRR7146781	Duck	Duck	Wild	Neg	27	27.3333333333333	1.79493822564479	0.756726	4.11059134967156	0.544607727451287	5000
SRR7146782	Duck	Duck	Wild	Neg	27	27	1.91929345328221	0.73212952	3.73314745245538	0.582338729528516	5000
SRR7146783	Duck	Duck	Wild	Neg	26	26	2.08975200111473	0.7957828	4.89674718877744	0.64140272601737	5000
SRR7146784	Duck	Duck	Wild	Pos	19	26.5	1.18362601182294	0.61690272	2.61030305409634	0.401986938835464	5000
SRR7146785	Duck	Duck	Wild	Neg	32	33.2	0.843580221286036	0.3008368	1.4302812276161	0.243405800368276	5000
SRR7146786	Duck	Duck	Wild	Pos	43	46.5	1.73258862883794	0.73397456	3.75903898514368	0.460647818659991	5000
SRR7146787	Duck	Duck	Wild	Pos	15	15	1.35804257394839	0.6524992	2.87769121682598	0.501483529882735	5000
SRR7146788	Duck	Duck	Wild	Pos	37	38.5	2.01546003799035	0.80282408	5.07161320712996	0.558157257170784	5000
SRR7146789	Duck	Duck	Wild	Pos	24	24	0.906338985828512	0.3584272	1.55866956953287	0.285186794878576	5000
SRR7146790	Duck	Duck	Wild	Pos	30	30	1.97410142454665	0.78448232	4.63999055669122	0.580413661138922	5000
SRR7146792	Duck	Duck	Wild	Pos	9	9	1.71135349824731	0.77911552	4.52725334075078	0.778870542364882	5000
SRR7146794	Duck	Duck	Wild	Neg	21	21	2.34133020910718	0.85476736	6.88550452570442	0.769030367487762	5000
SRR7146797	Duck	Duck	Wild	Pos	21	21	2.25122764020934	0.86240432	7.26767003150099	0.739435391349166	5000
SRR7146798	Duck	Duck	Wild	Neg	21	21	2.09382191279994	0.81917112	5.53009010507614	0.687734104651768	5000
SRR7146800	Duck	Duck	Wild	Pos	22	22	1.92460025450536	0.79744192	4.93685564160166	0.622637923466352	5000
SRR7146802	Duck	Duck	Wild	Pos	20	20	1.74373888713445	0.75525944	4.08595943394099	0.582074340396837	5000
SRR7146803	Duck	Duck	Wild	Pos	26	26.5	1.71923747645525	0.71424592	3.49951258788676	0.527681563880019	5000
SRR7146804	Duck	Duck	Wild	Neg	20	20.75	0.782739447638174	0.36080736	1.56447358342549	0.261284846629359	5000
SRR7146806	Duck	Duck	Wild	Pos	20	20	0.73998426091113	0.2741372	1.37767082153817	0.247012814677611	5000
SRR7146807	Duck	Duck	Wild	Pos	26	26	1.7744815307285	0.6805688	3.13056457853835	0.544637493094687	5000
SRR7146809	Duck	Duck	Wild	Pos	19	24	0.550277461425091	0.20679888	1.26071430660612	0.186887031899324	5000
SRR7146810	Duck	Duck	Wild	Pos	42	42	2.52292412387543	0.877142	8.13947809666444	0.67499923255233	5000
SRR7146811	Duck	Duck	Wild	Pos	19	19	1.70952350638363	0.73910864	3.83301309786572	0.580593966619607	5000
SRR7146814	Duck	Duck	Wild	Neg	26	26	1.78430905829638	0.68056912	3.13056771468056	0.547653833296151	5000
SRR7146815	Duck	Duck	Wild	Neg	27	27	1.9521773509779	0.78375144	4.62430824972892	0.592316134064184	5000
SRR7146816	Duck	Duck	Wild	Neg	12	12	0.834553532290483	0.40083056	1.66897697586179	0.33584904783513	5000
SRR7146817	Duck	Duck	Wild	Pos	30	30	1.91887149039076	0.727450079731497	3.66905262351516	0.564175281545411	4952
SRR7146819	Duck	Duck	Wild	Pos	9	9	1.668295228864	0.77648856	4.47404392365778	0.759273879453204	5000
SRR7146820	Duck	Duck	Wild	Pos	13	13	1.71943422494885	0.78032936	4.5522697070487	0.670357962408478	5000
SRR7146821	Duck	Duck	Wild	Pos	22	22	1.79389513221296	0.729438096104674	3.69601183907575	0.580352796599073	4945
SRR7146822	Duck	Duck	Wild	Pos	25	25	2.12073197829058	0.781912755113094	4.58532089081401	0.658842432474827	4918
SRR7146823	Duck	Duck	Wild	Pos	21	21	1.83635834861638	0.692596600849331	3.2530544644689	0.603167947085172	4906
SRR7146826	Duck	Duck	Wild	Pos	31	31	2.2481804480665	0.864575247067149	7.38417444627602	0.654685155824152	4996
SRR7146827	Duck	Duck	Wild	Pos	29	29	2.40974767971906	0.845278030783536	6.46320626000404	0.715632899925143	4995
SRR7146828	Duck	Duck	Wild	Neg	37	37	1.62934783635408	0.57323704	2.34322116427349	0.45122815743018	5000
SRR7146829	Duck	Duck	Wild	Neg	20	20	2.13922551507122	0.83168456	5.94122559403938	0.714091020067472	5000
SRR7146831	Duck	Duck	Wild	Neg	31	31.25	1.99590811007663	0.8029396	5.07458626898149	0.581221766775881	5000
SRR7146832	Duck	Duck	Wild	Neg	15	15	0.863838120932332	0.52695216	2.11395109636269	0.31898896134966	5000
SRR7146833	Duck	Duck	Wild	Pos	19	19	1.32434662215321	0.49763272	1.99057550085666	0.44977893293891	5000
SRR7146834	Duck	Duck	Wild	Pos	8	8	1.63051667694096	0.76311984	4.22154392330704	0.78411277463649	5000
SRR7146835	Duck	Duck	Wild	Neg	26	26	2.34119597766183	0.85773672	7.0292207518342	0.718577841491325	5000
SRR7146836	Duck	Duck	Wild	Neg	25	25	2.19713053888837	0.82204736	5.6194726866654	0.682576979799565	5000
SRR7146837	Duck	Duck	Wild	Neg	23	23	2.47814211078624	0.88241464	8.50446007904385	0.790351357752986	5000
SRR7146838	Duck	Duck	Wild	Neg	22	22	2.24116814657662	0.83699584	6.134812755699	0.725052528522105	5000
SRR7146839	Duck	Duck	Wild	Pos	28	28	1.9009343805651	0.740680731601675	3.85625027471525	0.570473503280011	4974
SRR7146840	Duck	Duck	Wild	Pos	13	13	0.795007796072374	0.341804	1.51930428018402	0.309950679439212	5000
SRR7146841	Duck	Duck	Wild	Pos	11	11	0.221485780197905	0.0723108000000001	1.07794722629087	0.0923667445823975	5000
SRR7146843	Duck	Duck	Wild	Pos	21	21	1.21060136833918	0.5187416	2.07788580936977	0.397632598577406	5000
SRR7146844	Duck	Duck	Wild	Pos	23	23	1.09420511142691	0.504875559018778	2.01969427729771	0.348973729840755	4957
SRR7146846	Duck	Duck	Wild	Pos	30	30	2.61860821380409	0.89178624	9.24096898582953	0.769907747172375	5000
SRR7146848	Duck	Duck	Wild	Pos	22	22	1.90157500346916	0.73093083215737	3.71651649283306	0.615188898943513	4912
SRR7146849	Duck	Duck	Wild	Pos	26	26	1.99800459648018	0.806220835909741	5.16051353970243	0.613242908294392	4986
SRR7146850	Duck	Duck	Wild	Pos	18	18	2.00408373531346	0.814825711261834	5.40031775909227	0.693365387977701	4947
SRR7146851	Duck	Duck	Wild	Pos	20	20	1.68955879294631	0.709897577108345	3.44705842175428	0.563988580642389	4983
SRR7146852	Duck	Duck	Wild	Neg	18	18	2.09123049224745	0.83667096	6.12260991676679	0.723516096687027	5000
SRR7146853	Duck	Duck	Wild	Neg	26	26	1.94984604118368	0.70085944	3.3429101021941	0.598461714817003	5000
SRR7146854	Duck	Duck	Wild	Pos	19	19.5	1.22162741973753	0.58563288	2.41331889460727	0.414893101328041	5000
SRR7146855	Duck	Duck	Wild	Neg	19	19	1.24118605679626	0.47347064	1.89922932312834	0.421535669639735	5000
SRR7146856	Duck	Duck	Wild	Neg	27	27	1.00146499328836	0.35641384	1.55379351227814	0.30385757366155	5000
SRR7146857	Duck	Duck	Wild	Neg	25	25	1.37015801317681	0.53820952	2.16548422566009	0.425663519726771	5000
SRR7146858	Duck	Duck	Wild	Neg	20	21.5	0.930502973742102	0.3526176	1.544682092068	0.310609523406509	5000
SRR7146859	Duck	Duck	Wild	Neg	20	26	1.54416093191508	0.66971032	3.02764530820339	0.515453582266602	5000
SRR7146860	Duck	Duck	Wild	Neg	27	27	1.8778511649134	0.72989856	3.70231273109836	0.569764597357028	5000
SRR7146861	Duck	Duck	Wild	Neg	26	26.25	0.905144835373906	0.35095696	1.54072987208984	0.27781400115405	5000
SRR7146862	Duck	Duck	Wild	Neg	15	16	1.280336205196	0.65738184	2.91870109862244	0.472788947810086	5000
SRR7146863	Duck	Duck	Wild	Neg	35	35	2.00947519143161	0.79657496	4.91581567342939	0.565197881241985	5000
SRR7146865	Duck	Duck	Wild	Pos	33	33	1.4427463588186	0.64351432	2.80516176694671	0.412624978912814	5000
SRR7146866	Duck	Duck	Wild	Pos	17	20	1.15654821721215	0.46767592	1.87855488333348	0.4082107758099	5000
SRR7146868	Duck	Duck	Wild	Pos	28	28.4285714285714	1.14786988572896	0.53163424	2.13508348688854	0.344477622013844	5000
SRR7146869	Duck	Duck	Wild	Pos	39	39	1.97067017265637	0.695748715037941	3.28675686653124	0.537911017476197	4994
SRR7146871	Duck	Duck	Wild	Pos	27	27	1.89247679639883	0.75481784	4.07860017221481	0.574202205187768	5000
SRR7146872	Duck	Duck	Wild	Pos	19	19.5	1.18593335251367	0.46065328	1.85409489465329	0.402770565430228	5000
SRR7146874	Duck	Duck	Wild	Pos	18	18	1.01322207485777	0.49841616	1.99368464502365	0.35055078022049	5000
SRR7146875	Duck	Duck	Wild	Pos	38	38.3333333333333	1.99263431202891	0.77822648	4.50910460365151	0.547790272046447	5000
SRR7146877	Duck	Duck	Wild	Pos	40	40.3333333333333	2.34205209988762	0.8106216	5.28043324898721	0.634895265356448	5000
SRR7146878	Duck	Duck	Wild	Pos	35	35	2.33328930650052	0.826284080234868	5.7565247983721	0.656275916210311	4969
SRR7146880	Duck	Duck	Wild	Pos	33	33	2.50375326208127	0.86949464	7.66252052789249	0.716072600463978	5000
SRR7146881	Duck	Duck	Wild	Neg	30	30	2.10632853881484	0.77818216	4.50820366837942	0.619290297637911	5000
SRR7146882	Duck	Duck	Wild	Neg	22	22	2.1161524246389	0.82660696	5.76724417542942	0.684608010588714	5000
SRR7146883	Duck	Duck	Wild	Neg	29	29	0.967899425640738	0.32798024	1.4880514822957	0.2874411618431	5000
SRR7146884	Duck	Duck	Wild	Neg	26	26	2.63193934870902	0.90482608	10.5070800908484	0.807815028804303	5000
SRR7146886	Duck	Duck	Wild	Neg	29	29	1.69556554950483	0.61489032	2.59666285199583	0.503539230027093	5000
SRR7146887	Duck	Duck	Wild	Neg	27	27	2.23014023310484	0.80376768	5.09600049573893	0.676653707016915	5000
SRR7146888	Duck	Duck	Wild	Pos	24	24	1.9841332305358	0.750879486615714	4.01412146440718	0.624323355252472	4996
